content,author,label
"2/2 Na razie bez efektu. Szefem Delegacji PE ds Rosji jest niemiecki socjalista. Kiedyś współpracujący z Gazpromem. #takasytuacja— Marek Migalski (@mmigalski) marzec 3, 2014",Marek Migalski,Prawda
"Prawie co trzeci młody Polak jest za uznaniem aneksji Krymu,a wśród 65+tylko co dwunasty. Tyle się mówi o starych komuchach, a wyrosły nowe.— Joanna Senyszyn (@Joanna_Senyszyn) marzec 20, 2014",Joanna Senyszyn,Prawda
"I właśnie trzeci raz dostaję to wyróżnienie, tym razem w innej kategorii, bo teraz polityka internetowa, zostałam nagrodzona za robienie dobrego prawa w polityce internetowej, a wcześniej dwa razy za ochronę konsumentów.[wywiad dla Polskiego Radia]",Róża Thun,Prawda
"Dobra Rezolucja PE o Ukrainie z moja poprawka ze UA moze aplikowac o czlonkostwo UE na podstawie art.49 Traktatu UE przyjeta dużawiekszoscia— Jacek Saryusz-Wolski (@JSaryuszWolski) luty 27, 2014",Jacek Saryusz-Wolski,Manipulacja
"@JSaryuszWolski oraz zgloszona przeze mnie poprawka dotyczaca bezpieczenstwa energetycznego— Krzysztof Lisek (@KrzysztofLisek) luty 27, 2014",Krzysztof Lisek,Prawda
"Dobrze, bardzo dobrze: W lutym produkcja przemysłowa w Polsce wzrosła o 5,3% r/r po wzroście o 4,1% w styczniu, podał Główny Urząd Statystyczny.",Adam Szejnfeld,Prawda
"@MikiWrobelek Ustawki robi Pana Szef. Od 2 lat pomagam tym osobom. Jestesmy blisko sukcesu. Proszę nie przeszkadzać ?— Arkadiusz Mularczyk (@arekmularczyk) marzec 21, 2014",Arkadiusz Mularczyk,Prawda
"[1/2] Jest sukces – Komisja Ustawod. dopuscila do dalszych prac – po roku w zamrazarce – nasza ustawe, wprow. kredyt podatkowy na innowacje.— Łukasz Gibała (@LukaszGibala) marzec 20, 2014 [2/2] Tym samym jest szansa na zmiane prawa podatkowego tak, zeby premiowane bylo wytwarzanie innowacji w kraju, a nie kupowanie za granica. — Łukasz Gibała (@LukaszGibala) marzec 20, 2014",Łukasz Gibała,Manipulacja
"Przecież w 2007 roku, kiedy ja byłem ministrem, później marszałkiem Sejmu, to świadczenie pielęgnacyjne wynosiło 520 złotych, a teraz 620 złotych plus 200 złotych. No dobrze, tylko to było 7 lat temu, a płaca minimalna wynosiła wtedy 936 złotych, a obecnie wynosi 1680. Czyli stosunek świadczenia pielęgnacyjnego do płacy minimalnej, bo o tym tutaj rozmawiamy, w ciągu tych 7 lat zdecydowanie się pogorszył.(Wywiad dla Jedynka – Polskie Radio)",Ludwik Dorn,Fałsz
"Te spotkania w Ministerstwie Pracy się odbywają i takie konsultacyjne, ten dialog trwa od kilkudziesięciu miesięcy z rodzicami.",Władysław Kosiniak-Kamysz,Prawda
Jest 3-miliardowe dofinansowanie rynku pracy dla osób niepełnosprawnych,Władysław Kosiniak-Kamysz,Prawda
"I on [projekt Empatia] jest finansowany nie z pieniędzy krajowych, tylko z unijnych, których nie możemy wydawać na świadczenia (…) 85 proc. finansowanych z pieniędzy unijnych (… )Projekt Empatia nie zaczął się wczoraj, tylko zaczął się w lutym 2007 roku, wtedy został przez Radę Ministrów przyjęty, więc to jest kontynuacja również poprzednich rządów.",Władysław Kosiniak-Kamysz,Prawda
A po drugie od lipca zeszłego roku te 150 tysięcy osób utraciło prawa do świadczenia.(Wywiad dla Jedynka – Polskie Radio),Ludwik Dorn,Prawda
"Zasiłek [świadczenie pielęgnacyjne] wzrósł o 400 złotych. To jest sporo w porównaniu z innymi świadczeniami, takimi stosunkowo niskimi to jest stosunkowo dużo.(Wywiad dla Jedynka – Polskie Radio)",Jolanta Fedak,Prawda
"W czasie swojego urzędowania spotykałam się z rodzicami niepełnosprawnych dzieci, m.in. podnieśliśmy czy znieśliśmy kryterium dochodowe z tego zasiłku.(Wywiad dla Jedynka – Polskie Radio)",Jolanta Fedak,Prawda
Bo też rodzice podnoszą kwestie niewaloryzowanego od 2006 roku zasiłku pielęgnacyjnego 153 złote. (…) Tylko osób korzystających z tego zasiłku jest około miliona. To jest miliard siedemset wydatków rocznie.,Władysław Kosiniak-Kamysz,Prawda
"Większe pieniądze dla niepełnosprawnych znalazłyby się bez problemu, gdybyśmy ograniczyli koszty funkcjonowania państwa. Obszarów do cięć można wymienić wiele, przede wszystkim w kosztach funkcjonowania urzędów, np.: administracja podatkowa kosztuje 5,2 mld zł, Zakład Ubezpieczeń Społecznych – 4,1 mld zł, Urzędy Pracy – 430 mln, Ochotnicze Hufce Pracy – 217 mln, Polska Organizacja Turystyczna – 40 mln zł - Krajowa Rada Radiofonii i Telewizji – 22 mln, Państwowa Agencja Rozwiązywania Problemów Alkoholowych – 6 mln, Centrum Polsko-Rosyjskiego Dialogu i Porozumienia – 4 mln.",Adam Bielan,Prawda
"a chciałam panu powiedzieć, że na wszystkie programy aktywizacji zawodowej: szkoły integracyjne, przedszkola integracyjne, wszystko, wszystko, wszystko – to jest 11 miliardów złotych.(Wywiad dla RMF.FM)",Julia Pitera,Manipulacja
"@premiertusk daje 2500zł mies. na utrzymanie przestępcy w więzieniu, zaś 1000zł na opiekę dziecka niezdolnego do samodzielnej egzystencji ?!— Arkadiusz Mularczyk (@arekmularczyk) marzec 23, 2014",Arkadiusz Mularczyk,Prawda
"Podwyżki świadczeń na dzieci niepełnospr.200 mln będą z 700 mln na drogi lokalne.Zwolnienie Kościoła z podatku dochod. to ponad 3mld rocznie— Joanna Senyszyn (@Joanna_Senyszyn) marzec 25, 2014",Joanna Senyszyn,Manipulacja
"Po pierwsze jest zwiększona subwencja za każde dziecko, które chodzi do szkoły, do różnych szkół integracyjnych, szkół specjalnych. Ta subwencja wynosi 50 tysięcy rocznie.",Władysław Kosiniak-Kamysz,Manipulacja
"Panie Prezesie, uświadamiam, że Niemcy są naszymi sojusznikami i już służą w Bydgoszczy i w Szczecinie. http://t.co/rJPmqi2FVm— Radosław Sikorski (@sikorskiradek) kwiecień 2, 2014",Radosław Sikorski,Prawda
"Sprawa specjalnej ustawy, która była w Stanach Zjednoczonych, tym „Patriot act”, czyli ta ustawa patriotyczna, ona była związana, no pytanie, bo dzisiaj w Ameryce niektórzy się zastanawiają czy to nie było za ostre, ale okej, ale to było związane z atakiem na Stany Zjednoczone.",Michał Kamiński,Prawda
"W 2011 roku, oczywiście w 2011, to jak pan słyszał moje przemówienie w Parlamencie Europejskim, w którym ja chwaliłem politykę europejską Donalda Tuska i w której chwaliłem podejście do polskiej prezydencji.",Michał Kamiński,Prawda
"W 2009 roku to było 420 złotych [świadczenia] (…) Rok temu o tej porze ta kwota była 620 złotych, teraz jest 820 złotych, przedstawiliśmy naszą propozycję ustawy, że w przyszłym roku to jest około 900-920 złotych, czyli wzrost o 100 złotych.",Władysław Kosiniak-Kamysz,Manipulacja
"Ponadto z wspólną walutą łączy się jeszcze element światopoglądowy, który poruszałem w drodze interpelacji w PE w 2012 r., kiedy okazało się, że Komisja Europejska nakazała usunąć symbole krzyża i aureoli braci Cyryla i Metodego z projektu słowackiej monety 2 euro, wskazując na zbyt silną konotację religijną!",Marek Migalski,Prawda
"Myślimy o tym, żeby w następnych latach zintensyfikować szkolenia rezerwistów. To co przywróciliśmy rok temu.",Tomasz Siemoniak,Prawda
"Myślę, że w armii amerykańskiej jest ok. 15 proc. kobiet.",Tomasz Siemoniak,Prawda
"Potrzebna jest bardzo rozważna polityka, niewszczynanie jak gdyby polityki, bo dzisiaj ta ilość trzody, to jest skala 10 do 12 mln sztuk w Polsce.",Adam Jarubas,Prawda
"[Protestujący na wschodzie Ukrainy] proklamowali dwie republiki, które w tej chwili chcą przeprowadzić referendum.[08.04.14]",Tomasz Sommer,Prawda
"Znaczy trzeba rzeczywiście potwierdzić, bo jak spojrzymy na wartość eksportu żywności do Rosji za zeszły rok, to jest ponad miliard trzysta milionów euro i tylko jedna szósta tej wartości dotyczy wieprzowiny. Pozostała kwota ponad miliard euro to są w zasadzie dwie branże: owoce/warzywa i mleko/przetwory mleczne.",Adam Jarubas,Fałsz
"Z kolei w Unii Europejskiej są państwa, które w Schengen nie są takie jak Wielka Brytania.[08.04.14]",Tomasz Sommer,Manipulacja
"@sikorskiradek Mój rząd kupił F-16, rakiety Spike, Rosomaki, samoloty Casa i usadowił Centrum Szkolenia NATO w Bydgoszczy. A pana rząd?— Leszek Miller (@LeszekMiller) kwiecień 3, 2014",Leszek Miller,Manipulacja
"Działacze demokratyczni, którzy uczestniczyli w tym przewrocie byli szkoleni w Polsce i to nie jest żadna tajemnica.[08.04.14]",Tomasz Sommer,Nieweryfikowalne
"Majdan to nie jest pierwsza taka sytuacja w ostatnim czasie. Mieliśmy wcześniej całą tzw. wiosnę arabską, gdzie w ten sam sposób upadło kilka reżimów. Do czego to doprowadziło, to obserwujemy to w Libii, która jest w tej chwili pokawałkowana, obserwujemy to w Syrii, która spływa krwią, obserwujemy to w Egipcie, gdzie nowe demokratyczne władze bodajże zrobiły jakiśtam rekordowy zbiorowy wyrok śmierci.[08.04.14]",Tomasz Sommer,Prawda
"Z tego Bractwa Muzułmańskiego bodajże tysiąc osób naraz skazali na śmierć. Jeszcze wyroki nieprawomocne, ale być może już niedługo będą prawomocne.[08.04.14]",Tomasz Sommer,Fałsz
"Więc powinniśmy, tak jak w 2005 roku, kiedy Jarosław Kaczyński był premierem, również było wprowadzone embargo i wtedy udało się doprowadzić do tego, że Unia Europejska stała się stroną w negocjacjach z Rosją.",Beata Szydło,Manipulacja
"Szwajcarski Główny Lekarz Weterynarii zaprzeczył wprowadzeniu embarga na polską wieprzowinę. Informacje medialne nieprawdziwe 1/3— Krzysztof Kosiński (@kosinskik) April 14, 2014Na marginesie: Szwajcaria na swoich granicach z UE nie ma kontroli weterynaryjnej i taki zakaz fizycznie nie mógłby być wprowadzony. 2/3— Krzysztof Kosiński (@kosinskik) April 14, 2014 I kolejne info: Polska w 2012, 13 i 14 roku nie eksportowała wieprzowiny do Szwajcarii. 3/3 — Krzysztof Kosiński (@kosinskik) April 14, 2014",Krzysztof Kosiński,Prawda
"W rezolucji w sprawie Energetycznej Mapy Drogowej 2050. – poza podkreśleniem wagi niskoemisyjnej produkcji energii elektrycznej, zwracamy szczególną uwagę na intensyfikowanie energooszczędności. Co to oznacza? Zwiększając tempo renowacji (w tym ocieplania) budynków, poziom zużycia energii w nich – może spaść nawet o 80 %. Mniej energii (z węgla) mniej CO2 do atmosfery. To jest prawdziwa droga do oszczędności zarówno w emisjach CO2, jak i na naszych rachunkach.",Lidia Geringer de Oedenberg,Prawda
"Niestety, dyrektywa nie obejmuje zwrotu dóbr kultury zagrabionych przed 1993 rokiem. Bede o tym mówił. To wyraźna luka raportu.— Marek Migalski (@mmigalski) kwiecień 15, 2014",Marek Migalski,Prawda
"A prawda jest taka, że przecież dwa tygodnie temu szef Siemensa osobiście spotykał się z Władimirem Putinem.",Andrzej Duda,Prawda
"Marusik, jedynka KNP z Warszawy: chce króla, tymczasowo interrexem (królem tymczasowym) ma być prymas Polski! Polska ma wyjść z Unii.— Andrzej Rozenek (@ARozenek) April 14, 2014",Andrzej Rozenek,Manipulacja
"Za chwile w PE o zwrocie dóbr kultury. 80% kradzieży dokonywanych jest w RFN, Francji, Włoszech i w PL. Dyrektywa ma ułatwić odzyskiwanie.— Marek Migalski (@mmigalski) kwiecień 15, 2014",Marek Migalski,Prawda
"Zgodnie z Traktatem Ustanawiającym Wspólnotę Europejską (TWE) harmonizacji podlegać mają wyłącznie podatki pośrednie, w tym głównie podatek VAT i podatek akcyzowy.",Lidia Geringer de Oedenberg,Prawda
"Szacuje się, że w przypadku wprowadzenia podatku [od transakcji finansowych] nawet tylko przez 11 obecnie chętnych państw członkowskich dochody z tego tytułu mogą wynieść 30-35 mld euro rocznie.",Lidia Geringer de Oedenberg,Prawda
"To ok. 386,9 mld euro na dwa filary WPR i dodatkowe sektory. 281,8 mld euro dla pierwszego filaru WPR, (czyli zapewnienie równomiernego wsparcia i bardziej ekologicznych płatnościach bezpośrednich), 89,9 mld euro na rozwój obszarów wiejskich oraz 15,2 mld euro na i inne sektory m. in. na badania i innowacje, zapewnienie bezpieczeństwa żywnościowego, pomoc żywnościową, nową rezerwę w przypadku kryzysu w sektorze rolnym, Europejski Fundusz Dostosowania do Globalizacji.",Lidia Geringer de Oedenberg,Prawda
"Nie wszystkim państwom jednakże ten pomysł [podatku od transakcji finansowych] przypadł do gustu, zatem realizowany będzie na razie w wąskiej grupie 11 krajów",Lidia Geringer de Oedenberg,Prawda
"Szacuje się, że wpływy z nowego podatku [od transakcji finansowych] wyniosłyby ok. 57 mld euro rocznie i jako dochód własny Unii wpływałyby do wspólnego budżetu.",Lidia Geringer de Oedenberg,Manipulacja
"Jednym z najlepszych wyników, jeśli chodzi o wzrost demograficzny może pochwalić się Francja, w której od lat systematycznie zwiększa się liczba urodzeń",Lidia Geringer de Oedenberg,Fałsz
"Zaproponowaliśmy by obrót akcjami i obligacjami był opodatkowany według stawki wynoszącej 0,1%, a obrót instrumentami pochodnymi według stawki wynoszącej 0,01 %. Szacuje się, że wpływy z nowego podatku mogłyby stanowić niemal połowę rocznego budżetu wspólnotowego, wtedy składki członkowskie mogłyby się zmniejszyć nawet o 50%.",Lidia Geringer de Oedenberg,Manipulacja
"Z otrzymanych z UE w 2012 r. – 15.74 mld euro: 67% przeznaczyliśmy na politykę regionalną, na sektor rolny 31 % (znacznie mniej niż inne kraje, średnia w UE to 47 %), na badania i rozwój – zaledwie 1% unijnych pieniędzy, to prawie nic zważywszy, że średnia w UE to 10 %.",Lidia Geringer de Oedenberg,Nieweryfikowalne
"Aktualnie finansowanie budżetu UE zależy w dużym stopniu od dobrej woli poszczególnych krajów członkowskich, często eurosceptycznych (UK). Skutkiem tego, budżet UE, który nie ma samodzielnego systemu finansowania czy też, innymi słowy, bazujący w niewystarczającym stopniu na zasobach własnych, maleje z roku na rok.",Lidia Geringer de Oedenberg,Manipulacja
"Nie rozumiem, jak można chwalić się dotacjami wyżebranymi z UE, podczas gdy Polska jest zadłużona na ponad 975 mld zł!— Magdalena Banduła (@MagdaBandula) kwiecień 15, 2014",Magdalena Banduła,Prawda
"Dzis i jutro w PE głosowania o 12 i o 18. Zjechali sie dziennikarze,więc PE chce pokazać jak cieżko pracuje. Normalnie glosujemy tylko o 12.— Marek Migalski (@mmigalski) kwiecień 15, 2014",Marek Migalski,Prawda
"NIK wszedł do TVP by kontrolować umowy z producentami zewnętrznymi? Jak się postarają to będzie bardzo ciekawie. Wróżę protesty „środowiska”— Krzysztof Bosak (@krzysztofbosak) kwiecień 15, 2014",Krzysztof Bosak,Prawda
Dzisiaj wszystkie sondaże mówią o frekwencji trzydziestokilkuprocentowej.,Grzegorz Schetyna,Prawda
"Konkordat przewiduje finansowanie przez państwo trzech uczelni kościelnych. PO przegłosowała finansowanie kolejnych trzech uczelni kościelnych, czym przekroczyła granice konkordatu.",Ryszard Kalisz,Fałsz
"W swoim czasie, będąc jeszcze w SLD, skierowałem wniosek do Trybunału Konstytucyjnego. Ten w konserwatywnym składzie uznał, że to było zgodne z konstytucją.",Ryszard Kalisz,Prawda
"[Konkordat] Ustawę przegłosował AWS i UW, ratyfikował prezydent Kwaśniewski. Ja byłem szefem Kancelarii Prezydenta i brałem w tym udział.",Ryszard Kalisz,Manipulacja
"Konkordat przewiduje i wylicza święta kościelne. Nie ma tam święta Trzech Króli. Ale jest przepis, który mówi, że każde kolejne święto kościelne musi być ustanowione w drodze renegocjacji konkordatu. PO ustanowiła święto Trzech Króli, łamiąc konkordat.",Ryszard Kalisz,Manipulacja
"Początek rozbudowy drogi 631 z środków UE. Dziś 27 tys. dziennie tam przejeżdża – teraz będzie wygodniej, a od strony Rembertowa dalszy ciąg— Michał Boni (@MichalBoni) kwiecień 16, 2014",Michał Boni,Prawda
"Ale pamiętajmy o tym, że znaczenie eksportu na Wschód jest ciągle jeszcze w Polsce nie aż tak wielkie, jak było np. przed kryzysem rosyjskim w 98 roku. Rosja i Ukraina były znacznie ważniejszymi partnerami handlowymi niż są dzisiaj.",Mateusz Szczurek,Prawda
"Jeszcze dodajmy, że w Polsce jest między 8 a 10% ateistów, osób, które nie wyznają żadnej religii.",Andrzej Rozenek,Fałsz
"Decyzja Rady Unii Europejskiej w grudniu mówi o tym, że Polska powinna ograniczyć deficyt finansów publicznych, tu jeszcze raz powtarzam, tu nie jest mowa o deficycie budżetowym, tym centralnym, ale całego sektora finansów publicznych dotyczącego również wszystkich tych części, których centralny deficyt nie obejmuje. Musimy ograniczyć deficyt poniżej 3% PKB z 4,3, jak dzisiaj już wiemy, w 2013 roku, a w tym roku przynajmniej do 3,9.",Mateusz Szczurek,Prawda
"Nie, nie, oczywiście, to jest miliard 610 pożyczek pod gwarancje budżetu europejskiego, które wytrzymamy, ale oprócz tego miliard 400 milionów grantów przez kilka lat w ramach polityki sąsiedztwa, to jest tzw. budowanie państwa ukraińskiego poprzez projekty naprawiające państwo, i do tego pożyczki zaciągane już mocą instytucji z nami spokrewnionych, czyli Europejski Bank Inwestycyjny i Europejski Bank Odbudowy i Rozwoju, i to w sumie wychodzi 11 miliardów euro, czyli tyle mniej więcej, ile oferował, przekupując Janukowycza Putin jesienią zeszłego roku, tylko że do tego dochodzi wielka pomoc Międzynarodowego Funduszu Walutowego i przynajmniej miliard z Waszyngtonu.",Janusz Lewandowski,Prawda
"W niektórych regionach [UE, bezrobocie wśród młodych] sięga 50% – przeciętnie to jest około 25%.",Jan Hartman,Prawda
"Prognozy Narodowego Banku Polskiego, które już zostały jakiś czas temu opublikowane w raporcie o inflacji, mówią o jeszcze wyższym wzroście gospodarczym w tym roku. Te liczby, które poznajemy z Głównego Urzędu Statystycznego w ciągu ostatnich 2-3 miesięcy, są budujące, ostatnio dane o wzroście płac i prognoza Międzynarodowego Funduszu Walutowego to 3,1.",Mateusz Szczurek,Prawda
Polska będzie partycypowała [w programie gwarancji dla młodzieży] nawet w wymiarze miliarda złotych.,Jan Hartman,Nieweryfikowalne
"Idiotyczne dyrektywy i rozporządzenia – oczywiście nie przytoczę, bo jest ich 3 miliony 753 tysięcy.",Stanisław Żółtek,Fałsz
"Pani [Róża Thun] jest w Parlamencie Europejskim i rozumiem, że Pani przyłożyła do tego rękę [rozporządznie o wędzonkach]",Stanisław Żółtek,Fałsz
"Nie ma zakazu wędzenia kiełbasy, żeby była jasność.",Róża Thun,Prawda
Po drugie – to [rozporządzenie o wędzonkach] nie Parlament Europejski tylko w Komisji Europejskiej.,Róża Thun,Prawda
Małe i średnie przedsiębiorstwa to jest w UE całej – 85% miejsc pracy.,Róża Thun,Fałsz
"Jest tylko benzopiren, który jest kancerogenny, czyli rakotwórczy – ma się mieścić w tej kiełbasie, czy we wszystkich wędzonych produktach w granicach 2 mikrogramów na kilogram produktu.",Róża Thun,Prawda
Cały budżet UE to jest 1% sumy PKB wszystkich krajów członkowskich,Róża Thun,Prawda
Z tego 1% [budżetu UE] mniej więcej 5-7% na całą administrację [UE].,Róża Thun,Prawda
"Na razie dookoła nas wszystkie kraje wchodzą do euro, które jeszcze nie weszły. Litwa wchodzi na końcu tego roku. Czechy powiedziały, że wchodzą w najbliższym czasie",Róża Thun,Manipulacja
Po 10 kwietnia [2010] (…) notowania PiS (…) spadły.,Janusz Korwin-Mikke,Fałsz
"[Janukowycz] serio rozmawiał i zrezygnował dopiero gdy UE zażądała, by Ukraina olała legalny wyrok sądu w sprawie pani Tymoszenko",Janusz Korwin-Mikke,Fałsz
"Papież [Jan Paweł II] podpisał Katechizm Kościoła katolickiego, w którym jest napisane, że władza świecka ma prawo karania śmiercią w sprawach najwyższej wagi.",Janusz Korwin-Mikke,Prawda
"Na Krymie mieliśmy do czynienia z tym, że 90% mieszkańców chciało zrzucić jarzmo ukraińskie.",Janusz Korwin-Mikke,Fałsz
"I rzeczywiście, Jego Ekscelencja Władimir Putin dotrzymał obietnicy a ponadto oficjalnie potępił wysiedlenie Tatarów z Krymu i nazwał to ludobójstwem.",Janusz Korwin-Mikke,Prawda
"Rada Najwyższa Tatarów przyjechała na Krym namawiać, by głosowali za przyłączeniem [do Rosji].",Janusz Korwin-Mikke,Nieweryfikowalne
"Trzy lata temu pan Rostowski zwrócił uwagę, iż grozi nam wojna. A w listopadzie 2011 r. [Rostowski] udzielił wywiadu “Frankfurter Allgemeine Zeitung”, w którym potwierdził, że wojna jest jedynym sposobem uniknięcia kompromitacji, jaką jest bankructwo.",Janusz Korwin-Mikke,Manipulacja
"Jeżeli chodzi o te notowania, to chciałem panu powiedzieć, że akurat ten ośrodek, cztery ostatnie badania, startowaliśmy z 5%, w tej chwili mamy 11, są notowania, w których mamy i 15.",Włodzimierz Czarzasty,Manipulacja
"Ale mówi pan o Andrzeju Rozenku, o osobie z tej partii, która się nazywa Ruch Palikota, która ma w tych ostatnich badaniach 3%.",Włodzimierz Czarzasty,Prawda
"Pan Struzik rządzi Mazowszem już 12 lat i po tych 12 latach mamy taką sytuację, że mamy przynajmniej dwa powiaty, to znaczy Szydłowiec… szydłowski… szydłowiecki, przepraszam, i radomski, nie Radom, tylko i radomski, w których jest największe bezrobocie w Polsce, bo w Szydłowcu jest bezrobocie 38%.",Włodzimierz Czarzasty,Prawda
"Regionalna Izba Obrachunkowa, czyli ciało bardzo obiektywne, stwierdziło niedawno, że Mazowsze po prostu jest źle zarządzane.",Włodzimierz Czarzasty,Prawda
[O lotnisku] Modlin kosztował pół miliarda złotych,Włodzimierz Czarzasty,Fałsz
"Niemcy wybudowali nowoczesne centrum szkolenia Rosjanom pod Moskwą, szkolenia wojskowego. Francuzi nowoczesne desantowce sprzedają Rosjanom.",Krzysztof Bosak,Prawda
"W tej chwili państwa Unii Europejskiej, 28 państw w sumie wydaje na zbrojenia około 40% tego, co Stany Zjednoczone.",Krzysztof Iszkowski,Prawda
"Mamy najwyższy udział węglowej energetyki w naszym sektorze energetycznymi. Unia Europejska zmusza nas do tego, byśmy z tego rezygnowali, byśmy ponosili ogromne dodatkowe koszty.",Krzysztof Bosak,Prawda
W referendum 10 lat temu do Parlamentu Europejskiego około 4 milionów ludzi było przeciwnych obecności Polski w Unii Europejskiej.,Krzysztof Bosak,Prawda
Euro jest już dziś drugą po dolarze walutą,Jan Hartman,Prawda
"Polacy są narodem, który jest najbardziej zadowolony z tego, że jesteśmy w Unii Europejskiej (…).",Joanna Senyszyn,Manipulacja
Mamy więcej wojska w Unii Europejskiej w sumie niż mają Stany Zjednoczone i ono jest droższe.,Róża Thun,Manipulacja
"Musimy mieć świadomość, że ta pomoc – 11 mld EUR, w tym częściowo poprzez zwolnienie z ceł, co nastąpiło już w marcu, w większości 85% towarów przemysłowych, a także większości towarów rolnych, no to naprawdę jest kropla w morzu, jeżeli chociażby porównamy z tym co w Grecję Unia wpompowała 350 mld EUR",Joanna Senyszyn,Prawda
"Jeżeli mówimy o polityce europejskiej, a ktoś był ministrem przez dłuższy czas, z 7 rad dla ministrów sprawiedliwości, akurat pan Gowin nie był na żadnej.",Róża Thun,Prawda
"Prawo UE zabraniało subwencjonowania stoczni, Polacy się dostosowali i nie mają stoczni, a Niemcy nie i mają stocznie.",Jarosław Gowin,Fałsz
"Ustalanie podatków nie jest w gestii Unii Europejskiej, tylko w geście Sejmu RP. Unia nie ustala wspólnych podatków.",Joanna Senyszyn,Manipulacja
"1/2 Szef kampanii PO twierdzi, że Pendolino kosztowało „dziesiątki milionów” (rzeczywista cena 400 mln €)…— Ryszard Czarnecki (@r_czarnecki) maj 20, 2014",Ryszard Czarnecki,Prawda
My w Polsce mamy gospodarkę w największym stopniu z Krajów UE opartą o spalanie węgla.,Robert Winnicki,Prawda
"1/2 Kompromitacja Millera: proponuje komisarza z SLD a tymczasem to rząd a nie partie wskazują na komisarza!— Palikot Janusz (@Palikot_Janusz) maj 20, 2014",Janusz Palikot,Prawda
"Ale powiedzmy sobie inaczej, tak to może ujmijmy: tam w Unii, w Polsce na szczęście nie i w Wielkiej Brytanii nie, obowiązuje tak zwana Karta praw podstawowych [20 V 2014]",Janusz Korwin-Mikke,Fałsz
"[Karta praw podstawowych] czyli krótko mówiąc marksizm lekko rozwodniony, i tam jest taki piękny cytat jak z Orwella, on mówi tak: „Obydwie płci muszą być traktowane jednakowo, co nie wyklucza uprzywilejowanego traktowania jednej z nich”.[20 V 2014]",Janusz Korwin-Mikke,Manipulacja
"Po 10 latach w przyszłym roku nie jesteśmy już nowi, jesteśmy po prostu państwem członkowskim, i to takim, które rośnie szybciej niż stara Europa.",Radosław Sikorski,Prawda
"Z naszej inicjatywy podczas naszej prezydencji już działająca, już dająca granty powstała… powstał Europejski Fundusz na rzecz Demokracji,",Radosław Sikorski,Prawda
"Korzystanie z internetu w roamingu, odkąd zostałam europosłanką, spadło od 2009 roku dwudziestokrotnie – od nawet 20 zł za 1 megabajt do jednej złotówki, od 1 lipca tego roku.",Róża Thun,Manipulacja
"Jak widzę dzisiaj rano sondaże i badania, z których wynika, że 59 proc. Polaków uważa, że to była dobra decyzja dotycząca Powązek, gdzie 48 proc. zwolenników PiS uważa, że to była dobra decyzja, to byłbym może na miejscu Adama Hofmana i innych działaczy PiS bardziej wstrzemięźliwy w takich radykalnych ocenach tego, co się wydarzyło.",Paweł Graś,Prawda
Jesteśmy szóstym co do wielkości krajem UE – szóstym spośród 28.,Róża Thun,Prawda
"(…) cała Platforma miała wtedy [5 lat temu podczas poprzednich wyborów do PE] dużo więcej głosów, bo wtedy przypomnę Platforma w skali kraju wzięła nie 32 proc. głosów, ale 44 proc. głosów.",Michał Kamiński,Prawda
"Chce pani powiedzieć, że te wybory były trudne dla partii, która rządzi Polską siedem lat, czyli dla Platformy Obywatelskiej, dla partii, która jeszcze na początku roku w niektórych sondażach miała 11 proc. straty w wyborach europejskich do PiS (…)",Michał Kamiński,Prawda
"(…) cała reguła europejska pokazuje, że partie rządzące mają [się] źle.",Michał Kamiński,Fałsz
"Partia socjalistyczna we Francji wzięła 14 proc., rządząca partia, partia urzędującego prezydenta, wzięła 14 proc.",Michał Kamiński,Prawda
"No, to myślę, że pan Adam Hofman powinien się zapytać, co Jarosław Kaczyński robił w kontraktowym senacie, wtedy, kiedy głową państwa był Wojciech Jaruzelski.",Michał Kamiński,Prawda
"Ile to jest 1 mld. dolarów? „Janosikowe” wypłacone przez woj. mazowieckie wyniosło 2,5 mld. dolarów.— Leszek Miller (@LeszekMiller) czerwiec 3, 2014",Leszek Miller,Fałsz
“Nie ma prawnej możliwości unieważnienia wyborów”.,Ryszard Kalisz,Fałsz
"Bo na razie na 130 tysięcy lekarzy i dwieście tysięcy pielęgniarek podpisało trzy tysiące osób, nie sądzę żeby to był jakiś wielki problem społeczny.",Stefan Niesiołowski,Prawda
"I co byśmy tutaj nie powiedzieli złego, bo zawsze krytyków się znajdzie wielu, to Polska w momencie startu w 89 roku była na poziomie Białorusi i Ukrainy, czyli przeciętny Polak wytwarzał tyle tego dochodu narodowego, ile Białorusin i Ukrainiec. Tam minimalne różnice kilkudziesięciu dolarów na głowę. No i po 25 latach jesteśmy w tym miejscu, że my jesteśmy trzy razy zamożniejsi od Białorusinów i Ukraińców.",Jan Krzysztof Bielecki,Fałsz
"Są współczynniki, które mierzą rozwartość, poziom nierówności, no to jesteśmy tak w pobliżu średniej europejskiej, to znaczy nie jesteśmy tak zróżnicowani jak Amerykanie i nie jesteśmy tak solidarni jak Skandynawowie.",Jan Krzysztof Bielecki,Prawda
W grudniu 91 roku uznaliśmy niepodległość Ukrainy jako pierwsi na świecie.,Jan Krzysztof Bielecki,Prawda
"Pani redaktor, trzeba pamiętać, co 5 chyba lat temu zrobił prezydent Obama. W dniu agresji Związku Radzieckiego na Polskę właściwie zlikwidował program tarczy antyrakietowej w Polsce.",Jan Krzysztof Bielecki,Prawda
